virus_id	length	topology	n_genes	virus_score	n_hallmarks	marker_enrichment	taxonomy	completeness	checkv_quality	PhaTYP	class	vcontact_family	phagcn_family	anti_CRISPR_id	tRNA_num	Host_Phylum	CRISPR
TUW-S63R4_k55_1097515	49233	DTR	80	0.9901	3	42.7363	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	Complete	virulent	c__Caudoviricetes	NA	NA	NA	NA	p__Cyanobacteria	No
TUW-S63R4_k55_5250708	40653	No terminal repeats	58	0.9901	7	38.2903	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	96.97	High-quality	temperate	c__Caudoviricetes	NA	Chaseviridae	NA	NA	p__Proteobacteria	No
TUW-S63R4_k55_5516508	48433	DTR	65	0.9896	1	28.79	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	Complete	virulent	c__Caudoviricetes	NA	NA	NA	NA	p__Proteobacteria	No
TUW-S63R4_k55_2093329	30724	No terminal repeats	55	0.9887	4	15.145	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	50.48	Medium-quality	virulent	c__Caudoviricetes	NA	Casjensviridae	NA	NA	p__Firmicutes	No
TUW-S63R4_k55_2959598	40782	No terminal repeats	68	0.9865	7	28.5822	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	97.35	High-quality	virulent	c__Caudoviricetes	NA	NA	NA	NA	p__Proteobacteria	No
TUW-S63R4_k55_5039403	41891	No terminal repeats	49	0.978	5	25.4367	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	High-quality	virulent	c__Caudoviricetes	NA	NA	NA	NA	p__Actinobacteriota	No
TUW-S63R4_k55_2245558	47219	DTR	69	0.9631	4	17.3389	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	Complete	virulent	c__Caudoviricetes	NA	Ackermannviridae	NA	NA	p__Proteobacteria	No
TUW-S63R5_k55_1182749	49423	No terminal repeats	72	0.9941	10	37.2687	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	96.72	High-quality	virulent	c__Caudoviricetes	NA	Chaseviridae	NA	NA	p__Proteobacteria	No
TUW-S63R5_k55_34620	18962	No terminal repeats	22	0.9721	4	11.0198	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	54.92	Medium-quality	temperate	c__Caudoviricetes	NA	NA	NA	NA	p__Proteobacteria	No
TUW-S64R1_k55_2585084	40421	No terminal repeats	60	0.9845	4	13.6994	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	51.75	Medium-quality	temperate	c__Caudoviricetes	NA	NA	NA	NA	p__Proteobacteria	No
TUW-S64R1_k55_8301021	49886	DTR	80	0.8989	5	39.6392	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	Complete	temperate	c__Caudoviricetes	NA	NA	NA	1	p__Proteobacteria	No
TUW-S64R2_k55_2222466	38294	DTR	51	0.9953	7	34.4297	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	52.9	Medium-quality	temperate	c__Caudoviricetes	NA	Mesyanzhinovviridae	NA	NA	p__Actinobacteriota	No
TUW-S64R2_k55_1494432	56707	DTR	59	0.9941	2	37.5821	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	Complete	virulent	c__Caudoviricetes	NA	NA	NA	NA	p__Firmicutes	No
TUW-S64R2_k55_80032	41145	No terminal repeats	77	0.993	5	34.4931	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	High-quality	virulent	c__Caudoviricetes	NA	Autographiviridae	NA	NA	p__Actinobacteriota	No
TUW-S64R2_k55_146942	43554	DTR	74	0.9893	4	19.5309	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	Complete	temperate	c__Caudoviricetes	NA	Kyanoviridae	NA	NA	p__Bacteroidota	No
TUW-S64R2_k55_77944	46002	DTR	54	0.9869	3	20.0367	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	Complete	temperate	c__Caudoviricetes	NA	NA	NA	NA	p__Actinobacteriota	No
TUW-S64R3_k55_3635962	9013	No terminal repeats	10	0.9796	4	11.1441	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	57.89	Medium-quality	virulent	c__Caudoviricetes	NA	NA	NA	NA	p__Actinobacteriota	No
TUW-S64R3_k55_1757095	57127	No terminal repeats	88	0.9959	8	55.6338	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	High-quality	virulent	c__Caudoviricetes	NA	Mesyanzhinovviridae	NA	1	p__Actinobacteriota	No
TUW-S64R3_k55_3326145	42947	DTR	63	0.9957	4	43.4423	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	Complete	temperate	c__Caudoviricetes	NA	Casjensviridae	NA	NA	p__Proteobacteria	No
TUW-S64R3_k55_5042123	35666	No terminal repeats	48	0.9957	7	49.1692	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	60.25	Medium-quality	virulent	c__Caudoviricetes	Siphoviridae	NA	NA	NA	p__Bacteroidota	No
TUW-S64R3_k55_236364	33393	No terminal repeats	45	0.9933	3	20.6024	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	73.95	Medium-quality	virulent	c__Caudoviricetes	NA	Chaseviridae	NA	NA	p__Proteobacteria	Yes
TUW-S64R3_k55_5464971	51437	DTR	79	0.9931	9	42.1789	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	Complete	virulent	c__Caudoviricetes	NA	Chaseviridae	NA	NA	p__Actinobacteriota	No
TUW-S64R3_k55_2343968	11745	No terminal repeats	19	0.9904	1	8.1525	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	60.41	Medium-quality	temperate	c__Caudoviricetes	NA	NA	NA	NA	p__Actinobacteriota	No
TUW-S64R3_k55_651393	59363	No terminal repeats	74	0.9885	4	42.5963	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	56.89	Medium-quality	virulent	c__Caudoviricetes	NA	Salasmaviridae	NA	14	p__Actinobacteriota	No
TUW-S64R3_k55_1257732	44818	DTR	67	0.9885	13	39.9471	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	Complete	temperate	c__Caudoviricetes	NA	Chaseviridae	NA	NA	p__Actinobacteriota	No
TUW-S64R3_k55_565571	57075	No terminal repeats	69	0.9882	8	39.6653	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	96.99	High-quality	virulent	c__Caudoviricetes	Siphoviridae	NA	NA	NA	p__Actinobacteriota	No
TUW-S64R3_k55_1127846	132483	No terminal repeats	182	0.986	6	48.0839	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	97.97	High-quality	virulent	c__Caudoviricetes	NA	Zierdtviridae	NA	41	p__Actinobacteriota	Yes
TUW-S64R3_k55_61215	34682	No terminal repeats	56	0.9854	7	28.1713	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	67.28	Medium-quality	temperate	c__Caudoviricetes	NA	Chaseviridae	NA	NA	p__Proteobacteria	No
TUW-S64R3_k55_1290203	87757	DTR	163	0.9854	7	40.6705	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	Complete	virulent	c__Caudoviricetes	NA	Mesyanzhinovviridae	NA	NA	p__Myxococcota	No
TUW-S64R3_k55_2319357	22121	No terminal repeats	32	0.9849	13	28.8393	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	50.75	Medium-quality	temperate	c__Caudoviricetes	NA	NA	NA	NA	p__Proteobacteria	No
TUW-S64R3_k55_2523201	26950	No terminal repeats	43	0.8792	1	3.0784	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	High-quality	virulent	c__Caudoviricetes	Myoviridae	NA	NA	NA	p__Proteobacteria	No
TUW-S64R3_k55_691148	66620	DTR	104	0.8662	2	5.4415	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	58.39	Medium-quality	virulent	c__Caudoviricetes	NA	Chaseviridae	NA	1	p__Proteobacteria	No
TUW-S64R3_k55_4040974	45659	No terminal repeats	73	0.756	0	8.9664	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	56.49	Medium-quality	virulent	c__Caudoviricetes	NA	Zierdtviridae	NA	NA	p__Firmicutes	No
TUW-S64R4_k55_6013192	40126	No terminal repeats	58	0.9963	2	39.4026	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	63.63	Medium-quality	temperate	c__Caudoviricetes	NA	Mesyanzhinovviridae	NA	NA	p__Firmicutes	No
TUW-S64R4_k55_1597887	26818	No terminal repeats	40	0.9961	9	31.397	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	78.38	Medium-quality	virulent	c__Caudoviricetes	NA	Herelleviridae	NA	NA	p__Actinobacteriota	No
TUW-S64R4_k55_443406	45270	DTR	63	0.9955	10	60.1333	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	Complete	temperate	c__Caudoviricetes	NA	Casjensviridae	NA	NA	p__Firmicutes	Yes
TUW-S64R4_k55_5339872	27847	No terminal repeats	42	0.9953	4	30.5411	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	61.54	Medium-quality	virulent	c__Caudoviricetes	NA	NA	NA	NA	p__Proteobacteria	No
TUW-S64R4_k55_5383915	43668	No terminal repeats	83	0.9951	3	39.6201	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	76.9	Medium-quality	temperate	c__Caudoviricetes	NA	Chaseviridae	anti_CRISPR0909	NA	p__Euryarchaeota	No
TUW-S64R4_k55_6348460	56230	DTR	73	0.9951	4	32.1556	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	Complete	temperate	c__Caudoviricetes	NA	NA	NA	NA	p__Actinobacteriota	No
TUW-S64R4_k55_6323307	57390	No terminal repeats	86	0.9947	11	44.3288	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	85.35	Medium-quality	virulent	c__Caudoviricetes	NA	Drexlerviridae	NA	NA	p__Firmicutes	No
TUW-S64R4_k55_3204317	33140	No terminal repeats	43	0.9946	8	38.6638	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	52.12	Medium-quality	temperate	c__Caudoviricetes	NA	Mesyanzhinovviridae	NA	NA	p__Firmicutes	No
TUW-S64R4_k55_1798902	54458	DTR	71	0.9945	9	39.4814	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	Complete	temperate	c__Caudoviricetes	NA	Chaseviridae	NA	NA	p__Proteobacteria	No
TUW-S64R4_k55_3644122	13859	No terminal repeats	14	0.9945	2	13.3905	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	High-quality	virulent	c__Caudoviricetes	Podoviridae	Salasmaviridae	NA	NA	p__Actinobacteriota	No
TUW-S64R4_k55_5579955	40992	DTR	55	0.9945	3	28.9321	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	Complete	virulent	c__Caudoviricetes	NA	Chaseviridae	NA	NA	p__Proteobacteria	No
TUW-S64R4_k55_83717	44998	No terminal repeats	64	0.9944	17	50.0708	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	High-quality	temperate	c__Caudoviricetes	NA	Peduoviridae	NA	1	p__Proteobacteria	No
TUW-S64R4_k55_6457056	36948	No terminal repeats	57	0.9943	14	42.0446	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	55.28	Medium-quality	temperate	c__Caudoviricetes	NA	NA	NA	NA	p__Proteobacteria	No
TUW-S64R4_k55_3580702	25189	No terminal repeats	34	0.9941	10	21.8008	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	59.15	Medium-quality	virulent	c__Caudoviricetes	Siphoviridae	Chaseviridae	NA	NA	p__Proteobacteria	No
TUW-S64R4_k55_5898507	48291	DTR	70	0.9941	6	38.91	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	Complete	virulent	c__Caudoviricetes	NA	NA	NA	NA	p__Myxococcota	No
TUW-S64R4_k55_5511152	19120	DTR	30	0.994	6	23.0702	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	Complete	temperate	c__Caudoviricetes	NA	NA	NA	NA	p__Firmicutes	No
TUW-S64R4_k55_4242433	81457	No terminal repeats	127	0.9936	8	71.2289	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	95.81	High-quality	virulent	c__Caudoviricetes	NA	Herelleviridae	NA	NA		No
TUW-S64R4_k55_3277558	83666	No terminal repeats	124	0.9931	8	70.7493	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	98.26	High-quality	virulent	c__Caudoviricetes	NA	Herelleviridae	NA	NA	p__Proteobacteria	No
TUW-S64R4_k55_7089333	33290	No terminal repeats	49	0.9931	12	40.315	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	88.8	Medium-quality	virulent	c__Caudoviricetes	NA	NA	NA	NA	p__Proteobacteria	No
TUW-S64R4_k55_6306625	56721	No terminal repeats	81	0.9929	7	59.1985	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	High-quality	virulent	c__Caudoviricetes	NA	Casjensviridae	NA	NA	p__Firmicutes	No
TUW-S64R4_k55_229727	32670	No terminal repeats	41	0.9927	6	33.6704	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	76.01	Medium-quality	temperate	c__Caudoviricetes	Podoviridae	NA	NA	NA	p__Firmicutes	No
TUW-S64R4_k55_964875	39260	DTR	52	0.9926	9	38.0466	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	Complete	temperate	c__Caudoviricetes	NA	Casjensviridae	NA	NA	p__Proteobacteria	No
TUW-S64R4_k55_886453	43171	No terminal repeats	64	0.9924	4	32.3391	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	High-quality	virulent	c__Caudoviricetes	Podoviridae	NA	NA	NA	p__Firmicutes	No
TUW-S64R4_k55_813212	42306	No terminal repeats	56	0.9921	3	26.7493	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	58.74	Medium-quality	virulent	c__Caudoviricetes	NA	NA	NA	2	p__Proteobacteria	No
TUW-S64R4_k55_1980244	52494	No terminal repeats	82	0.9919	3	20.6389	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	51.4	Medium-quality	virulent	c__Caudoviricetes	NA	Ackermannviridae	NA	NA	p__Proteobacteria	Yes
TUW-S64R4_k55_2865423	37872	No terminal repeats	53	0.9918	5	20.9854	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	55.98	Medium-quality	temperate	c__Caudoviricetes	NA	NA	NA	NA	p__Firmicutes	No
TUW-S64R4_k55_5171468	24735	No terminal repeats	28	0.9917	8	22.8472	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	51.23	Medium-quality	virulent	c__Caudoviricetes	NA	NA	NA	NA	p__Firmicutes	No
TUW-S64R4_k55_4937434	36892	No terminal repeats	52	0.9906	3	26.7053	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	80.96	Medium-quality	virulent	c__Caudoviricetes	NA	NA	NA	1		No
TUW-S64R4_k55_4187790	25020	No terminal repeats	33	0.989	4	23.158	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	71.85	Medium-quality	temperate	c__Caudoviricetes	NA	NA	NA	NA		No
TUW-S64R4_k55_4753771	55262	DTR	79	0.9883	10	44.4288	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	Complete	virulent	c__Caudoviricetes	NA	Peduoviridae	NA	NA	p__Actinobacteriota	No
TUW-S64R4_k55_4471690	36509	No terminal repeats	50	0.9882	1	21.2841	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	High-quality	temperate	c__Caudoviricetes	NA	NA	NA	NA	p__Chloroflexota	No
TUW-S64R4_k55_46928	41290	No terminal repeats	61	0.9864	9	48.5451	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	60.08	Medium-quality	temperate	c__Caudoviricetes	NA	NA	NA	NA	p__Bacteroidota	No
TUW-S64R4_k55_1637896	42976	DTR	58	0.9864	2	17.0255	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	Complete	virulent	c__Caudoviricetes	NA	Chaseviridae	NA	NA	p__Proteobacteria	No
TUW-S64R4_k55_844152	38135	No terminal repeats	57	0.9837	2	13.1045	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	96.54	High-quality	virulent	c__Caudoviricetes	NA	NA	NA	NA	p__Proteobacteria	No
TUW-S64R4_k55_7757933	43438	DTR	68	0.9834	4	33.5039	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	Complete	temperate	c__Caudoviricetes	NA	Vilmaviridae	NA	1	p__Proteobacteria	No
TUW-S64R4_k55_950196	52315	No terminal repeats	87	0.9825	5	19.9032	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	57.89	Medium-quality	virulent	c__Caudoviricetes	NA	Chaseviridae	NA	NA	p__Proteobacteria	Yes
TUW-S64R4_k55_2391662	58972	No terminal repeats	96	0.9816	5	31.4389	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	87.67	Medium-quality	temperate	c__Caudoviricetes	NA	Mesyanzhinovviridae	NA	1	p__Proteobacteria	No
TUW-S64R4_k55_4261706	34350	No terminal repeats	46	0.9814	5	20.0019	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	53.85	Medium-quality	temperate	c__Caudoviricetes	NA	NA	NA	NA	p__Bacteroidota	No
TUW-S64R4_k55_5875675	47460	DTR	76	0.9808	4	23.6867	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	61.25	Medium-quality	virulent	c__Caudoviricetes	NA	NA	NA	NA	p__Bacteroidota	No
TUW-S64R4_k55_7334127	57918	DTR	68	0.9807	4	16.6448	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	59.54	Medium-quality	virulent	c__Caudoviricetes	NA	NA	NA	1	p__Actinobacteriota	No
TUW-S64R4_k55_1754311	64165	DTR	106	0.9805	1	27.6073	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	Complete	virulent	c__Caudoviricetes	NA	NA	NA	NA	p__Proteobacteria	No
TUW-S64R4_k55_22750	44539	No terminal repeats	65	0.9639	1	7.6455	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	66.99	Medium-quality	virulent	c__Caudoviricetes	NA	NA	NA	1	p__Bacteroidota	No
TUW-S64R4_k55_3379633	36868	No terminal repeats	50	0.9548	1	8.1595	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	88.99	Medium-quality	temperate	c__Caudoviricetes	NA	NA	NA	NA	p__Proteobacteria	No
TUW-S64R4_k55_6999305	48871	ITR	78	0.9421	1	5.7024	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	70.6	Medium-quality	virulent	c__Caudoviricetes	NA	NA	NA	1	p__Actinobacteriota	No
TUW-S64R4_k55_3172602	21485	No terminal repeats	41	0.9031	3	15.6807	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	52.31	Medium-quality	temperate	c__Caudoviricetes	NA	Chaseviridae	NA	NA	p__Proteobacteria	No
TUW-S64R5_k55_5617829	38433	DTR	55	0.9953	4	47.6104	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	Complete	virulent	c__Caudoviricetes	NA	NA	NA	NA	p__Actinobacteriota	No
TUW-S64R5_k55_3472935	25889	No terminal repeats	34	0.9903	3	16.0822	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	55.2	Medium-quality	virulent	c__Caudoviricetes	NA	NA	NA	1	p__Euryarchaeota	No
TUW-S64R5_k55_2923432	40483	No terminal repeats	72	0.9901	5	24.32	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	50.94	Medium-quality	virulent	c__Caudoviricetes	NA	NA	NA	NA	p__Firmicutes	No
TUW-S64R5_k55_2286580	46073	No terminal repeats	67	0.99	4	18.9149	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	97.11	High-quality	virulent	c__Caudoviricetes	NA	NA	NA	NA		No
TUW-S64R5_k55_1541486	43428	No terminal repeats	64	0.9892	6	23.4931	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	73.42	Medium-quality	virulent	c__Caudoviricetes	NA	Mesyanzhinovviridae	NA	NA	p__Proteobacteria	No
TUW-S64R5_k55_5617940	41507	DTR	65	0.9848	2	12.5881	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	Complete	temperate	c__Caudoviricetes	NA	NA	NA	NA	p__Actinobacteriota	No
TUW-S64R5_k55_5617852	46858	DTR	73	0.9724	5	17.6077	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	Complete	virulent	c__Caudoviricetes	NA	NA	NA	NA	p__Actinobacteriota	No
TUW-S64R5_k55_4339112	34615	No terminal repeats	47	0.9722	1	6.0413	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	72.19	Medium-quality	virulent	c__Caudoviricetes	NA	NA	NA	NA	p__Myxococcota	No
TUW-S64R5_k55_307988	25928	No terminal repeats	30	0.9338	2	10.2414	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	62.34	Medium-quality	virulent	c__Caudoviricetes	NA	NA	NA	NA	p__Firmicutes	No
TUW-S64R5_k55_2614810	23967	DTR	45	0.8589	1	3.7928	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	Complete	virulent	c__Caudoviricetes	NA	NA	NA	NA		No
TUW-S65R1_k55_46584	54699	No terminal repeats	73	0.9943	2	38.8194	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	86.14	Medium-quality	virulent	c__Caudoviricetes	NA	Mesyanzhinovviridae	NA	5	p__Proteobacteria	No
TUW-S65R3_k55_6566985	58395	No terminal repeats	97	0.9931	5	38.5859	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	81.27	Medium-quality	temperate	c__Caudoviricetes	NA	Chaseviridae	NA	NA	p__Actinobacteriota	No
TUW-S65R3_k55_2840657	51634	DTR	72	0.9895	4	27.2949	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	57.04	Medium-quality	virulent	c__Caudoviricetes	NA	Orlajensenviridae	NA	NA	p__Proteobacteria	No
TUW-S65R4_k55_6483966	30846	No terminal repeats	45	0.9941	2	28.7743	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	69.48	Medium-quality	temperate	c__Caudoviricetes	NA	NA	NA	NA	p__Proteobacteria	No
TUW-S65R4_k55_7090349	98681	DTR	147	0.9907	1	26.7967	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	Complete	virulent	c__Caudoviricetes	NA	Chaseviridae	NA	2	p__Firmicutes	No
TUW-S65R4_k55_7090379	42480	DTR	62	0.9877	13	36.7853	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	Complete	temperate	c__Caudoviricetes	NA	Peduoviridae	NA	NA	p__Proteobacteria	No
TUW-S65R4_k55_7051775	44224	ITR	58	0.9762	5	27.3839	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	Complete	virulent	c__Caudoviricetes	NA	Mesyanzhinovviridae	NA	2	p__Proteobacteria	No
TUW-S65R4_k55_384115	17786	No terminal repeats	27	0.9757	4	12.0824	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	52.58	Medium-quality	virulent	c__Caudoviricetes	NA	NA	NA	NA	p__Actinobacteriota	No
TUW-S65R4_k55_7090406	43654	DTR	59	0.973	3	20.9151	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	72.78	Medium-quality	virulent	c__Caudoviricetes	NA	Chaseviridae	NA	NA	p__Proteobacteria	No
TUW-S65R4_k55_3135296	35328	No terminal repeats	57	0.9642	3	18.1544	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	79.13	Medium-quality	temperate	c__Caudoviricetes	NA	Chaseviridae	NA	NA	p__unclassified Bacteria phylum	No
VJW-S48R1_k55_6646091	35244	DTR	63	0.9955	2	47.4174	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	Complete	temperate	c__Caudoviricetes	NA	NA	NA	NA	p__Proteobacteria	No
VJW-S48R1_k55_1323527	39593	DTR	73	0.9945	0	44.8312	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	Complete	temperate	c__Caudoviricetes	NA	NA	NA	1	p__Firmicutes	No
VJW-S48R1_k55_134238	19542	No terminal repeats	36	0.9939	5	19.206	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	51.3	Medium-quality	temperate	c__Caudoviricetes	NA	NA	NA	NA	p__Actinobacteriota	No
VJW-S48R1_k55_1414380	38526	No terminal repeats	69	0.9929	7	34.2442	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	High-quality	virulent	c__Caudoviricetes	NA	NA	NA	NA	p__Actinobacteriota	No
VJW-S48R1_k55_2108671	35873	No terminal repeats	54	0.9927	7	28.6903	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	97.41	High-quality	virulent	c__Caudoviricetes	NA	NA	NA	NA		No
VJW-S48R1_k55_267830	10871	No terminal repeats	9	0.9925	2	10.3097	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	56.16	Medium-quality	virulent	c__Caudoviricetes	Podoviridae	Salasmaviridae	NA	NA	p__Firmicutes	No
VJW-S48R1_k55_4510298	27505	No terminal repeats	29	0.992	7	21.4378	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	56.18	Medium-quality	virulent	c__Caudoviricetes	NA	Casjensviridae	NA	NA	p__Proteobacteria	No
VJW-S48R1_k55_3018237	109979	No terminal repeats	159	0.9877	6	41.7259	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	54.76	Medium-quality	virulent	c__Caudoviricetes	NA	Ackermannviridae	NA	9	p__Firmicutes	No
