ARO Accession	CVTERM ID	Drug_Class	ARO Name	Protein Accession	DNA Accession	AMR Gene Family	Drug Class	Resistance Mechanism	CARD Short Name	length
ARO:3004343	41511	Beta-lactams	PDC-80	ANJ78206.1	KX354370.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation	PDC-80	1194
ARO:3004507	42216	Peptide	MCR-1.9	AVA31022.1	KY780959.1	MCR phosphoethanolamine transferase	peptide antibiotic	antibiotic target alteration	MCR-1.9	1626
ARO:3004737	42847	Beta-lactams	ARL-4	APY23838.1	KY363206.1	ARL Beta-lactamase	penicillin beta-lactam	antibiotic inactivation	ARL-4	849
ARO:3004777	42892	Beta-lactams	CMH-1	AFI56422.1	JQ673557.1	CMH beta-lactamase	cephalosporin	antibiotic inactivation	CMH-1	1146
ARO:3004811	42931	Beta-lactams	GOB-4	AAF89149.1	AF189293.1	GOB beta-lactamase	carbapenem;cephalosporin;penicillin beta-lactam	antibiotic inactivation	GOB-4	756
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ARO:3005325	43683	Beta-lactams	OXA-573	WP_064808881.1	NG_056182.1	OXA beta-lactamase;OXA-60-like beta-lactamase	carbapenem;penicillin beta-lactam	antibiotic inactivation	OXA-573	816
ARO:3005472	43934	Beta-lactams	IMP-65	WP_150823469.1	NG_066508.1	IMP beta-lactamase	carbapenem;cephalosporin;penicillin beta-lactam	antibiotic inactivation	IMP-65	741
ARO:3005520	43982	Beta-lactams	VIM-72	WP_188331881.1	NG_070756.1	VIM beta-lactamase	carbapenem;cephalosporin;penicillin beta-lactam	antibiotic inactivation	VIM-72	801
ARO:3005553	44015	Beta-lactams	BlaB-5	WP_063857828.1	NG_048699.1	BlaB beta-lactamase	carbapenem;penicillin beta-lactam	antibiotic inactivation	BlaB-5	750
ARO:3005586	44048	Beta-lactams	CARB-52	WP_150823467.1	NG_066506.1	CARB beta-lactamase	penicillin beta-lactam	antibiotic inactivation	CARB-52	867
ARO:3005671	44133	Beta-lactams	GOB-22	WP_019050927.1	NG_067989.1	GOB beta-lactamase	carbapenem;cephalosporin;penicillin beta-lactam	antibiotic inactivation	GOB-22	873
ARO:3005936	44398	Beta-lactams	OXA-731	WP_116786833.1	NG_061613.1	OXA beta-lactamase;OXA-48-like beta-lactamase	carbapenem;penicillin beta-lactam	antibiotic inactivation	OXA-731	798
ARO:3006297	44759	Beta-lactams	ADC-120	WP_002126587.1	NG_064678.1	ADC beta-lactamases pending classification for carbapenemase activity	cephalosporin	antibiotic inactivation	ADC-120	1152
ARO:3006525	44987	Beta-lactams	PDC-148	WP_064511499.1	NG_050821.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation	PDC-148	1194
ARO:3006580	45042	Beta-lactams	PDC-200	WP_087587965.1	NG_054985.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation	PDC-200	1188
ARO:3006691	45153	Beta-lactams	PDC-320	WP_150823479.1	NG_066527.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation	PDC-320	1197
ARO:3006763	45225	Beta-lactams	PDC-394	WP_164461298.1	NG_068034.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation	PDC-394	1188
ARO:3006943	45405	Beta-lactams	LUT-1	WP_010798607.1	NG_049284.1	LUT beta-lactamase	cephalosporin	antibiotic inactivation	LUT-1	891
ARO:3006957	45419	Beta-lactams	ORN-1	WP_004862397.1	NG_049386.1	ORN beta-lactamase	carbapenem;cephalosporin	antibiotic inactivation	ORN-1	876
ARO:3000464	36603	Multidrug	Neisseria gonorrhoeae porin PIB (por)	AAB57788.1	U75641.1	General Bacterial Porin with reduced permeability to beta-lactams	carbapenem;cephalosporin;monobactam;penicillin beta-lactam;tetracycline antibiotic	reduced permeability to antibiotic	Ngon_porin	1047
ARO:3000676	37020	Multidrug	H-NS	BAB35162.1	BA000007.3	major facilitator superfamily (MFS) antibiotic efflux pump;resistance-nodulation-cell division (RND) antibiotic efflux pump	cephalosporin;fluoroquinolone antibiotic;macrolide antibiotic;penicillin beta-lactam;tetracycline antibiotic	antibiotic efflux	H-NS	414
ARO:3001809	38209	Beta-lactams	OXA-209	AEM66528.1	JF268688.1	OXA beta-lactamase	penicillin beta-lactam	antibiotic inactivation	OXA-209	825
ARO:3002023	38423	Beta-lactams	CMY-12	CAA76382.1	Y16785.1	CMY beta-lactamase	cephalosporin	antibiotic inactivation	CMY-12	1143
ARO:3002040	38440	Beta-lactams	CMY-29	ABS12248.1	EF685371.2	CMY beta-lactamase	cephalosporin	antibiotic inactivation	CMY-29	1143
ARO:3002048	38448	Beta-lactams	CMY-37	BAF36388.1	AB280919.1	CMY beta-lactamase	cephalosporin	antibiotic inactivation	CMY-37	1146
ARO:3002100	38500	Beta-lactams	CMY-87	BAL63057.1	AB699171.1	CMY beta-lactamase	cephalosporin	antibiotic inactivation	CMY-87	1143
ARO:3002165	38565	Beta-lactams	FOX-12	WP_063860495.1	NG_049100.1	FOX beta-lactamase	cephalosporin	antibiotic inactivation	FOX-12	1140
ARO:3002243	38643	Beta-lactams	CARB-4	AAC09012.1	U14749.1	CARB beta-lactamase	penicillin beta-lactam	antibiotic inactivation	CARB-4	867
ARO:3002283	38683	Beta-lactams	VIM-13	ABC94518.1	DQ365886.1	VIM beta-lactamase	carbapenem;cephalosporin;penicillin beta-lactam	antibiotic inactivation	VIM-13	801
ARO:3002285	38685	Beta-lactams	VIM-15	ACB54702.1	EU419745.1	VIM beta-lactamase	carbapenem;cephalosporin;penicillin beta-lactam	antibiotic inactivation	VIM-15	801
ARO:3002288	38688	Beta-lactams	VIM-18	CAO83029.1	AM778091.1	VIM beta-lactamase	carbapenem;cephalosporin;penicillin beta-lactam	antibiotic inactivation	VIM-18	789
ARO:3002296	38696	Beta-lactams	VIM-26	CBY80143.1	FR748153.1	VIM beta-lactamase	carbapenem;cephalosporin;penicillin beta-lactam	antibiotic inactivation	VIM-26	801
ARO:3002299	38699	Beta-lactams	VIM-29	AFP99885.1	JX311308.1	VIM beta-lactamase	carbapenem;cephalosporin;penicillin beta-lactam	antibiotic inactivation	VIM-29	801
ARO:3002308	38708	Beta-lactams	VIM-38	AGE83081.2	KC469971.2	VIM beta-lactamase	carbapenem;cephalosporin;penicillin beta-lactam	antibiotic inactivation	VIM-38	801
ARO:3002309	38709	Beta-lactams	VIM-39	AGS82586.1	KF131539.1	VIM beta-lactamase	carbapenem;cephalosporin;penicillin beta-lactam	antibiotic inactivation	VIM-39	801
ARO:3002576	38976	Aminoglycoside	AAC(6')-Ib3	ACS44715.1	FJ854362.1	AAC(6')	aminoglycoside antibiotic	antibiotic inactivation	AAC(6')-Ib3	555
ARO:3002737	39171	Fluoroquinolone	QnrB22	ACS71746.1	FJ981621.1	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection	QnrB22	648
ARO:3002875	39309	Diaminopyrimidine	dfrE	EOD99669.1	AIIS01000002.1	trimethoprim resistant dihydrofolate reductase dfr	diaminopyrimidine antibiotic	antibiotic target replacement	dfrE	495
ARO:3003130	39707	Beta-lactams	CMY-122	WP_063859757.1	NG_048793.1	CMY beta-lactamase	cephalosporin	antibiotic inactivation	CMY-122	1146
ARO:3003448	40041	Polyamine	Mycobacterium tuberculosis iniA mutant conferring resistance to ethambutol	NP_214856.1	NC_000962.3	ethambutol resistant iniA	polyamine antibiotic	antibiotic efflux;antibiotic target alteration	Mtub_iniA_EMB	1923
ARO:3003719	40373	Beta-lactams	MSI-OXA	AJP77058.1	KP109676.1	MSI-OXA family beta-lactamase	carbapenem	antibiotic inactivation	MSI-OXA	819
ARO:3003767	40436	MLS	mphM	AMR06225.1	CP014284.1	macrolide phosphotransferase (MPH)	macrolide antibiotic	antibiotic inactivation	mphM	900
ARO:3003867	40566	Beta-lactams	ADC-23	CAK95238.1	AM283518.1	ADC beta-lactamase without carbapenemase activity	cephalosporin	antibiotic inactivation	ADC-23	1152
ARO:3004122	41247	Beta-lactams	Klebsiella pneumoniae OmpK37	CAA09666.1	AJ011502.1	General Bacterial Porin with reduced permeability to beta-lactams	carbapenem;cephalosporin;monobactam;penicillin beta-lactam	reduced permeability to antibiotic	Kpne_OmpK37	1125
ARO:3004464	41680	Beta-lactams	CFE-2	AWX35642.1	MF543129.1	CMY beta-lactamase	cephalosporin	antibiotic inactivation	CFE-2	1146
ARO:3004623	42605	Aminoglycoside	AAC(3)-IId	ABS70977.1	EU022314.1	AAC(3)	aminoglycoside antibiotic	antibiotic inactivation	AAC(3)-IId	861
ARO:3004672	42720	Phosphonic acid	FosB5	ALN12426.1	KT032253.1	fosfomycin thiol transferase	phosphonic acid antibiotic	antibiotic inactivation	FosB5	420
ARO:3004693	42745	Peptide	MCR-3.12	AVZ47168.1	MG564491.1	MCR phosphoethanolamine transferase	peptide antibiotic	antibiotic target alteration	MCR-3.12	1626
ARO:3004735	42845	Beta-lactams	ARL-2	APY23841.1	KY363207.1	ARL Beta-lactamase	penicillin beta-lactam	antibiotic inactivation	ARL-2	849
ARO:3004768	42882	Beta-lactams	CIA-1	BAL40892.1	AB639753.1	CIA beta-lactamase	carbapenem;cephalosporin	antibiotic inactivation	CIA-1	879
ARO:3004810	42930	Beta-lactams	GOB-3	AAF89147.1	AF189291.1	GOB beta-lactamase	carbapenem;cephalosporin;penicillin beta-lactam	antibiotic inactivation	GOB-3	756
ARO:3004814	42934	Beta-lactams	GOB-7	AAF89153.1	AF189297.1	GOB beta-lactamase	carbapenem;cephalosporin;penicillin beta-lactam	antibiotic inactivation	GOB-7	756
ARO:3004815	42935	Beta-lactams	GOB-8	AAQ54756.1	AY348327.1	GOB beta-lactamase	carbapenem;cephalosporin;penicillin beta-lactam	antibiotic inactivation	GOB-8	873
ARO:3005097	43312	Beta-lactams	mecC-type BlaZ	CBZ41939.1	FR823292.1	BlaZ beta-lactamase	penicillin beta-lactam	antibiotic inactivation	mecC-type_BlaZ	852
ARO:3005298	43655	Beta-lactams	PDC-293	WP_111672905.1	NG_060563.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation	PDC-293	1185
ARO:3005307	43664	Beta-lactams	PDC-292	WP_111672904.1	NG_060562.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation	PDC-292	1173
ARO:3005474	43936	Beta-lactams	IMP-67	WP_088245214.1	NG_055271.1	IMP beta-lactamase	carbapenem;cephalosporin;penicillin beta-lactam	antibiotic inactivation	IMP-67	741
ARO:3005518	43980	Beta-lactams	VIM-70	WP_164461303.1	NG_068039.1	VIM beta-lactamase	carbapenem;cephalosporin;penicillin beta-lactam	antibiotic inactivation	VIM-70	801
ARO:3005526	43988	Beta-lactams	BlaB-13	WP_063857825.1	NG_048695.1	BlaB beta-lactamase	carbapenem;penicillin beta-lactam	antibiotic inactivation	BlaB-13	750
ARO:3005551	44013	Beta-lactams	BlaB-38	WP_078795346.1	NG_067220.1	BlaB beta-lactamase	carbapenem;penicillin beta-lactam	antibiotic inactivation	BlaB-38	750
ARO:3005644	44106	Beta-lactams	CTX-M-221	WP_114699284.1	NG_061413.1	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation	CTX-M-221	876
ARO:3005675	44137	Beta-lactams	GOB-26	WP_024567831.1	NG_067993.1	GOB beta-lactamase	carbapenem;cephalosporin;penicillin beta-lactam	antibiotic inactivation	GOB-26	879
ARO:3005676	44138	Beta-lactams	GOB-27	WP_069213816.1	NG_067994.1	GOB beta-lactamase	carbapenem;cephalosporin;penicillin beta-lactam	antibiotic inactivation	GOB-27	873
ARO:3005684	44146	Beta-lactams	GOB-35	WP_078779188.1	NG_068001.1	GOB beta-lactamase	carbapenem;cephalosporin;penicillin beta-lactam	antibiotic inactivation	GOB-35	873
ARO:3005696	44158	Beta-lactams	GOB-48	WP_078724262.1	NG_068012.1	GOB beta-lactamase	carbapenem;cephalosporin;penicillin beta-lactam	antibiotic inactivation	GOB-48	873
ARO:3006094	44556	Beta-lactams	OXA-907	WP_164461292.1	NG_068026.1	OXA beta-lactamase;OXA-50-like beta-lactamase	penicillin beta-lactam	antibiotic inactivation	OXA-907	789
ARO:3006138	44600	Beta-lactams	PER-9	WP_063864597.1	NG_049968.1	PER beta-lactamase	carbapenem;cephalosporin;monobactam;penicillin beta-lactam	antibiotic inactivation	PER-9	927
ARO:3006221	44683	Beta-lactams	VEB-26	WP_179284393.1	NG_070222.1	VEB beta-lactamase	cephalosporin;monobactam	antibiotic inactivation	VEB-26	900
ARO:3006240	44702	Beta-lactams	ACT-45	WP_032608349.1	NG_050708.1	ACT beta-lactamase	carbapenem;cephalosporin;penicillin beta-lactam	antibiotic inactivation	ACT-45	1146
ARO:3006250	44712	Beta-lactams	ACT-55	WP_047052637.1	NG_061414.1	ACT beta-lactamase	carbapenem;cephalosporin;penicillin beta-lactam	antibiotic inactivation	ACT-55	1146
ARO:3006275	44737	Beta-lactams	ACT-81	WP_164461283.1	NG_067975.1	ACT beta-lactamase	carbapenem;cephalosporin;penicillin beta-lactam	antibiotic inactivation	ACT-81	1146
ARO:3006306	44768	Beta-lactams	ADC-131	WP_004707701.1	NG_064687.1	ADC beta-lactamases pending classification for carbapenemase activity	cephalosporin	antibiotic inactivation	ADC-131	1152
ARO:3006329	44791	Beta-lactams	ADC-155	WP_005128228.1	NG_055285.1	ADC beta-lactamases pending classification for carbapenemase activity	cephalosporin	antibiotic inactivation	ADC-155	1152
ARO:3006501	44963	Beta-lactams	PDC-125	WP_053813381.1	NG_050589.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation	PDC-125	1194
ARO:3006521	44983	Beta-lactams	PDC-144	WP_064511495.1	NG_050817.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation	PDC-144	1194
ARO:3006549	45011	Beta-lactams	PDC-17	WP_063864571.1	NG_049887.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation	PDC-17	1194
ARO:3006609	45071	Beta-lactams	PDC-230	WP_104009859.1	NG_056422.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation	PDC-230	1194
ARO:3006631	45093	Beta-lactams	PDC-252	WP_109791186.1	NG_057584.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation	PDC-252	1194
ARO:3006641	45103	Beta-lactams	PDC-265	WP_109791199.1	NG_057597.2	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation	PDC-265	1173
ARO:3006661	45123	Beta-lactams	PDC-289	WP_111672900.1	NG_060558.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation	PDC-289	1194
ARO:3006664	45126	Beta-lactams	PDC-294	WP_111672884.1	NG_060539.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation	PDC-294	1194
ARO:3006667	45129	Beta-lactams	PDC-297	WP_111672887.1	NG_060542.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation	PDC-297	1194
ARO:3006728	45190	Beta-lactams	PDC-359	WP_148044450.1	NG_065911.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation	PDC-359	1194
ARO:3006862	45324	Beta-lactams	MIR-22	WP_099156057.1	NG_055671.1	MIR beta-lactamase	cephalosporin;monobactam	antibiotic inactivation	MIR-22	1146
ARO:3006907	45369	Beta-lactams	CfiA11	WP_063843236.1	NG_047630.1	CfiA beta-lactamase	carbapenem	antibiotic inactivation	CfiA11	750
ARO:3006909	45371	Beta-lactams	CfiA17	WP_085562389.1	NG_054674.1	CfiA beta-lactamase	carbapenem	antibiotic inactivation	CfiA17	750
ARO:3006962	45424	Beta-lactams	ORN-6	WP_063860936.1	NG_049391.1	ORN beta-lactamase	carbapenem;cephalosporin	antibiotic inactivation	ORN-6	876
ARO:3006990	45452	Beta-lactams	SGM-4	WP_013846594.1	NG_049986.1	SGM beta-lactamase	carbapenem	antibiotic inactivation	SGM-4	930
ARO:3000565	36704	Tetracycline	tet(38)	AAV80464.1	AY825285.1	major facilitator superfamily (MFS) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux	tet(38)	1353
ARO:3000578	36717	Beta-lactams	CcrA	AAA22904.1	M63556.1	CfiA beta-lactamase	carbapenem	antibiotic inactivation	CcrA	750
ARO:3000599	36738	MLS	Erm(33)	CAC86410.1	AJ313523.1	Erm 23S ribosomal RNA methyltransferase	lincosamide antibiotic;macrolide antibiotic;streptogramin A antibiotic;streptogramin B antibiotic;streptogramin antibiotic	antibiotic target alteration	Erm(33)	732
ARO:3001078	37458	Beta-lactams	SHV-20	AAF34334.1	AF117744.1	SHV beta-lactamase	cephalosporin;penicillin beta-lactam	antibiotic inactivation	SHV-20	780
ARO:3001836	38236	Beta-lactams	ACT-14	AFU25647.1	JX440354.1	ACT beta-lactamase	carbapenem;cephalosporin;penicillin beta-lactam	antibiotic inactivation	ACT-14	1146
ARO:3001849	38249	Beta-lactams	ACT-29	AIT76085.1	KM087832.1	ACT beta-lactamase	carbapenem;cephalosporin;penicillin beta-lactam	antibiotic inactivation	ACT-29	1146
ARO:3002259	38659	Beta-lactams	IND-3	AAG29761.2	AF219131.2	IND beta-lactamase	carbapenem	antibiotic inactivation	IND-3	720
ARO:3002386	38786	Beta-lactams	BEL-2	ACV69996.1	FJ666063.1	BEL beta-lactamase	cephalosporin;monobactam;penicillin beta-lactam	antibiotic inactivation	BEL-2	852
ARO:3002481	38881	Beta-lactams	AER-1	AAC09015.1	U14748.1	AER beta-lactamase	penicillin beta-lactam	antibiotic inactivation	AER-1	915
ARO:3003137	39714	Beta-lactams	CMY-129	AKO62866.1	KM985467.1	CMY beta-lactamase	cephalosporin	antibiotic inactivation	CMY-129	1146
ARO:3003676	40308	Aminoglycoside	AAC(6')-Ib'	AAT74613.1	AY660529.1	AAC(6')	aminoglycoside antibiotic	antibiotic inactivation	AAC(6')-Ib'	555
ARO:3003896	40598	Multidrug	Pseudomonas mutant PhoQ conferring resistance to colistin	AAG04569.1	AE004091.2	ATP-binding cassette (ABC) antibiotic efflux pump;pmr phosphoethanolamine transferase;transmembrane protein conferring colistin resistance	macrolide antibiotic;peptide antibiotic	antibiotic efflux;antibiotic target alteration;resistance by absence	Paer_PhoQ_CST	1347
ARO:3004334	41502	Disinfecting agents and antiseptics	Salmonella enterica gyrA with mutation conferring resistance to triclosan	AAL21173.1	AE006468.2	triclosan resistant gyrA	disinfecting agents and antiseptics	antibiotic target alteration	Sent_gyrA_TRC	2637
ARO:3004500	42205	Peptide	MCR-3.11	AUN87920.1	MG489958.1	MCR phosphoethanolamine transferase	peptide antibiotic	antibiotic target alteration	MCR-3.11	1626
ARO:3004864	43002	Beta-lactams	NDM-21	ATJ25942.1	MG183694.1	NDM beta-lactamase	carbapenem;cephalosporin;penicillin beta-lactam	antibiotic inactivation	NDM-21	813
ARO:3005114	43329	Multidrug	AAC(6')-Ib-cr4	WP_065187000.1	NG_052463.1	AAC(6');AAC(6')-Ib-cr	aminoglycoside antibiotic;fluoroquinolone antibiotic	antibiotic inactivation	AAC(6')-Ib-cr4	555
ARO:3005312	43669	Beta-lactams	PDC-429	WP_179284370.1	NG_070195.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation	PDC-429	1194
ARO:3005525	43987	Beta-lactams	BlaB-12	WP_063857824.1	NG_048694.1	BlaB beta-lactamase	carbapenem;penicillin beta-lactam	antibiotic inactivation	BlaB-12	750
ARO:3005691	44153	Beta-lactams	GOB-42	WP_047034183.1	NG_068008.2	GOB beta-lactamase	carbapenem;cephalosporin;penicillin beta-lactam	antibiotic inactivation	GOB-42	873
ARO:3006092	44554	Beta-lactams	OXA-904	WP_003122322.1	NG_068023.1	OXA beta-lactamase;OXA-50-like beta-lactamase	penicillin beta-lactam	antibiotic inactivation	OXA-904	789
ARO:3006441	44903	Beta-lactams	ADC-84	WP_068981616.1	NG_051448.1	ADC beta-lactamases pending classification for carbapenemase activity	cephalosporin	antibiotic inactivation	ADC-84	1152
ARO:3006734	45196	Beta-lactams	PDC-364	WP_121347819.1	NG_065916.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation	PDC-364	1194
ARO:3006860	45322	Beta-lactams	MIR-20	WP_044597278.1	NG_050722.1	MIR beta-lactamase	cephalosporin;monobactam	antibiotic inactivation	MIR-20	1146
ARO:3006900	45362	Beta-lactams	AXC-4	WP_150823464.1	NG_066503.1	AXC beta-lactamase	carbapenem	antibiotic inactivation	AXC-4	897
ARO:3006968	45430	Beta-lactams	PLA-1	WP_032699754.1	NG_049969.1	PLA beta-lactamase	carbapenem;cephalosporin	antibiotic inactivation	PLA-1	876
ARO:3000817	37197	Multidrug	mtrR	ACF30254.1	CP001050.1	major facilitator superfamily (MFS) antibiotic efflux pump;resistance-nodulation-cell division (RND) antibiotic efflux pump	antibacterial free fatty acids;macrolide antibiotic	antibiotic efflux	mtrR	633
ARO:3000957	37337	Beta-lactams	TEM-90	AAK30619.1	AF351241.1	TEM beta-lactamase	cephalosporin;monobactam;penicillin beta-lactam	antibiotic inactivation	TEM-90	861
ARO:3001028	37408	Beta-lactams	TEM-162	ABO64442.1	EF468463.1	TEM beta-lactamase	cephalosporin;monobactam;penicillin beta-lactam	antibiotic inactivation	TEM-162	861
ARO:3001099	37479	Beta-lactams	SHV-41	AAN04883.1	AF535129.1	SHV beta-lactamase	cephalosporin;penicillin beta-lactam	antibiotic inactivation	SHV-41	861
ARO:3001772	38172	Beta-lactams	OXA-59	CAG15145.1	AJ632249.1	OXA beta-lactamase;OXA-42-like beta-lactamase	penicillin beta-lactam	antibiotic inactivation	OXA-59	810
ARO:3001825	38225	Beta-lactams	ACT-6	ACJ05686.1	FJ237366.1	ACT beta-lactamase	carbapenem;cephalosporin;penicillin beta-lactam	antibiotic inactivation	ACT-6	1146
ARO:3001848	38248	Beta-lactams	ACT-28	AHL39333.1	KJ207206.1	ACT beta-lactamase	carbapenem;cephalosporin;penicillin beta-lactam	antibiotic inactivation	ACT-28	1146
ARO:3001862	38262	Beta-lactams	IMI-5	WP_085562405.1	NG_054695.1	IMI beta-lactamase	carbapenem	antibiotic inactivation	IMI-5	879
ARO:3002051	38451	Beta-lactams	CMY-40	ACA30422.1	EU515251.1	CMY beta-lactamase	cephalosporin	antibiotic inactivation	CMY-40	1146
ARO:3002097	38497	Beta-lactams	CMY-84	AFK73455.1	JQ733579.1	CMY beta-lactamase	cephalosporin	antibiotic inactivation	CMY-84	1146
ARO:3002242	38642	Beta-lactams	CARB-3	AAB19430.2	S46063.1	CARB beta-lactamase	penicillin beta-lactam	antibiotic inactivation	CARB-3	915
ARO:3002762	39196	Fluoroquinolone	QnrB47	AFU25658.1	JX440358.1	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection	QnrB47	645
ARO:3003151	39728	Beta-lactams	CARB-22	BAC61820.1	BA000032.2	CARB beta-lactamase	penicillin beta-lactam	antibiotic inactivation	CARB-22	852
